
Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE pajwang@lengau.chpc.ac.zaregion,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,source_name,SRA Study,tissue
SRR27848336,RNA-Seq,102,3138449118,PRJNA1072725,SAMN39751729,1003371666,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23511263,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061516,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:12:00Z,1,GSM8061516,male,Bulk brain,SRP487820,Bulk brain
SRR27848337,RNA-Seq,102,2962240344,PRJNA1072725,SAMN39751730,949665980,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX23511262,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061515,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:11:00Z,1,GSM8061515,female,Bulk brain,SRP487820,Bulk brain
SRR27848338,RNA-Seq,102,2946162696,PRJNA1072725,SAMN39751731,943004793,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX23511261,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061514,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:12:00Z,1,GSM8061514,female,Bulk brain,SRP487820,Bulk brain
SRR27848339,RNA-Seq,102,4549122888,PRJNA1072725,SAMN39751732,1454010587,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX23511260,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061513,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:17:00Z,1,GSM8061513,female,Bulk brain,SRP487820,Bulk brain
SRR27848340,RNA-Seq,102,3399449880,PRJNA1072725,SAMN39751733,1105730165,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX23511259,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061512,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:12:00Z,1,GSM8061512,male,Bulk brain,SRP487820,Bulk brain
SRR27848341,RNA-Seq,102,3141950574,PRJNA1072725,SAMN39751734,1004346254,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX23511258,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061511,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:15:00Z,1,GSM8061511,male,Bulk brain,SRP487820,Bulk brain
SRR27848342,RNA-Seq,101,4492811243,PRJNA1072725,SAMN39751735,1466567148,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX23511257,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061510,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:13:00Z,1,GSM8061510,male,Bulk brain,SRP487820,Bulk brain
SRR27848343,RNA-Seq,101,3821525850,PRJNA1072725,SAMN39751736,1239453505,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX23511256,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061509,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:12:00Z,1,GSM8061509,female,Bulk brain,SRP487820,Bulk brain
SRR27848344,RNA-Seq,101,7306356907,PRJNA1072725,SAMN39751703,2367255225,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX23511255,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061542,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:19:00Z,1,GSM8061542,female,Bulk brain,SRP487820,Bulk brain
SRR27848345,RNA-Seq,101,3160824004,PRJNA1072725,SAMN39751704,1019902536,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX23511254,3xTg-AD,uncalculated,uncalculated,missing,NextSeq 500,GSM8061541,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:12:00Z,1,GSM8061541,female,Bulk brain,SRP487820,Bulk brain
SRR27848346,RNA-Seq,101,4235901563,PRJNA1072725,SAMN39751705,1365524496,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX23511253,3xTg-AD,uncalculated,uncalculated,missing,NextSeq 500,GSM8061540,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:15:00Z,1,GSM8061540,female,Bulk brain,SRP487820,Bulk brain
SRR27848347,RNA-Seq,101,3083541719,PRJNA1072725,SAMN39751706,997829823,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23511252,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061539,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:12:00Z,1,GSM8061539,male,Bulk brain,SRP487820,Bulk brain
SRR27848348,RNA-Seq,101,4789142674,PRJNA1072725,SAMN39751707,1546153574,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX23511251,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061538,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:17:00Z,1,GSM8061538,male,Bulk brain,SRP487820,Bulk brain
SRR27848349,RNA-Seq,101,5061074487,PRJNA1072725,SAMN39751708,1641251739,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX23511250,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061537,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:17:00Z,1,GSM8061537,male,Bulk brain,SRP487820,Bulk brain
SRR27848350,RNA-Seq,101,6701139970,PRJNA1072725,SAMN39751709,2163243871,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX23511249,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061536,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:17:00Z,1,GSM8061536,female,Bulk brain,SRP487820,Bulk brain
SRR27848351,RNA-Seq,102,4071234426,PRJNA1072725,SAMN39751710,1267706214,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX23511248,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061535,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:14:00Z,1,GSM8061535,female,Bulk brain,SRP487820,Bulk brain
SRR27848352,RNA-Seq,101,5994689343,PRJNA1072725,SAMN39751711,1943096162,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX23511247,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061534,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:19:00Z,1,GSM8061534,female,Bulk brain,SRP487820,Bulk brain
SRR27848353,RNA-Seq,102,4727790780,PRJNA1072725,SAMN39751712,1476475043,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX23511246,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061533,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:16:00Z,1,GSM8061533,male,Bulk brain,SRP487820,Bulk brain
SRR27848354,RNA-Seq,102,3253556220,PRJNA1072725,SAMN39751713,1016223018,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX23511245,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061532,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:16:00Z,1,GSM8061532,male,Bulk brain,SRP487820,Bulk brain
SRR27848355,RNA-Seq,102,5959895904,PRJNA1072725,SAMN39751714,1848212557,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX23511244,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061531,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:16:00Z,1,GSM8061531,male,Bulk brain,SRP487820,Bulk brain
SRR27848356,RNA-Seq,102,4358855454,PRJNA1072725,SAMN39751715,1355508292,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX23511243,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061530,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:16:00Z,1,GSM8061530,female,Bulk brain,SRP487820,Bulk brain
SRR27848357,RNA-Seq,102,4044484212,PRJNA1072725,SAMN39751716,1258684789,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX23511242,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061529,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:15:00Z,1,GSM8061529,female,Bulk brain,SRP487820,Bulk brain
SRR27848283,RNA-Seq,102,3827525214,PRJNA1072725,SAMN39751671,1233500395,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX23511316,3xTg-AD,uncalculated,uncalculated,missing,NextSeq 500,GSM8061574,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:12:00Z,1,GSM8061574,male,Bulk brain,SRP487820,Bulk brain
SRR27848284,RNA-Seq,102,4265005662,PRJNA1072725,SAMN39751672,1363353693,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX23511315,3xTg-AD,uncalculated,uncalculated,missing,NextSeq 500,GSM8061573,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:12:00Z,1,GSM8061573,female,Bulk brain,SRP487820,Bulk brain
SRR27848285,RNA-Seq,102,3698753070,PRJNA1072725,SAMN39751673,1183800695,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX23511314,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061572,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:12:00Z,1,GSM8061572,male,Bulk brain,SRP487820,Bulk brain
SRR27848333,RNA-Seq,102,3506734092,PRJNA1072725,SAMN39751726,1126138155,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX23511266,3xTg-AD,uncalculated,uncalculated,missing,NextSeq 500,GSM8061519,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:12:00Z,1,GSM8061519,female,Bulk brain,SRP487820,Bulk brain
SRR27848334,RNA-Seq,102,3622938000,PRJNA1072725,SAMN39751727,1157028964,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX23511265,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061518,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:13:00Z,1,GSM8061518,male,Bulk brain,SRP487820,Bulk brain
SRR27848358,RNA-Seq,102,3758732130,PRJNA1072725,SAMN39751717,1170887090,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23511241,B6;129S1/SvImJ,uncalculated,uncalculated,missing,NextSeq 500,GSM8061528,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:16:00Z,1,GSM8061528,female,Bulk brain,SRP487820,Bulk brain
SRR27848359,RNA-Seq,102,3315458286,PRJNA1072725,SAMN39751718,1065863712,"NEUROLOGY, DARTMOUTH-HITCHCOCK MEDICAL CENTER",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23511240,3xTg-AD,uncalculated,uncalculated,missing,NextSeq 500,GSM8061527,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2024-07-10T00:00:00Z,2024-02-02T20:14:00Z,1,GSM8061527,female,Bulk brain,SRP487820,Bulk brain
